"No.","Time","Source","Destination","Protocol","Length","Info"
"260","76.389109","66.185.84.167","192.168.1.109","TCP","54","[TCP Spurious Retransmission] 443  >  50071 [FIN, ACK] Seq=64 Ack=2 Win=280 Len=0"
"261","76.389177","192.168.1.109","66.185.84.167","TCP","54","[TCP Dup ACK 259#1] 50071  >  443 [ACK] Seq=3 Ack=65 Win=256 Len=0"
"262","76.407731","66.185.84.167","192.168.1.109","TCP","54","443  >  50071 [ACK] Seq=65 Ack=3 Win=280 Len=0"
"263","76.438436","64.71.249.49","192.168.1.109","TLSv1.2","117","Application Data"
"264","76.438910","192.168.1.109","64.71.249.49","TCP","54","50070  >  443 [FIN, ACK] Seq=2 Ack=64 Win=251 Len=0"
"265","76.444401","64.71.249.49","192.168.1.109","TCP","54","443  >  50070 [FIN, ACK] Seq=64 Ack=2 Win=448 Len=0"
"266","76.444520","192.168.1.109","64.71.249.49","TCP","54","50070  >  443 [ACK] Seq=3 Ack=65 Win=251 Len=0"
"267","76.477137","64.71.249.49","192.168.1.109","TCP","54","443  >  50070 [ACK] Seq=65 Ack=3 Win=448 Len=0"
"268","76.826672","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"269","76.827771","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"270","76.829596","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"271","76.830677","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"272","77.080658","192.168.1.109","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"273","77.519664","192.168.1.109","173.194.204.188","TCP","55","[TCP Keep-Alive] 49715  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"274","77.608503","173.194.204.188","192.168.1.109","TCP","66","[TCP Keep-Alive ACK] 5228  >  49715 [ACK] Seq=1 Ack=2 Win=361 Len=0 SLE=1 SRE=2"
"275","78.081607","192.168.1.109","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"276","79.081994","192.168.1.109","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"277","80.010880","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"278","80.052579","Cisco-Li_65:d1:20","Broadcast","ARP","42","Who has 192.168.1.134? Tell 192.168.1.1"
"279","80.082159","192.168.1.109","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"280","80.111471","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"281","80.208860","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"282","80.313585","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"283","80.414516","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"284","80.519144","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"285","80.659955","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"286","80.726237","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"287","81.211275","192.168.1.109","178.255.154.50","TCP","78","50066  >  5938 [PSH, ACK] Seq=49 Ack=25 Win=256 Len=24"
"288","81.329472","Cisco-Li_65:d1:20","Azurewav_72:18:2b","ARP","42","Who has 192.168.1.109? Tell 192.168.1.1"
"289","81.329542","Azurewav_72:18:2b","Cisco-Li_65:d1:20","ARP","42","192.168.1.109 is at dc:85:de:72:18:2b"
"290","81.367911","178.255.154.50","192.168.1.109","TCP","78","5938  >  50066 [PSH, ACK] Seq=25 Ack=73 Win=512 Len=24"
"291","81.418660","192.168.1.109","178.255.154.50","TCP","54","50066  >  5938 [ACK] Seq=73 Ack=49 Win=255 Len=0"
"292","81.827118","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"293","81.828174","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"294","81.829541","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"295","81.830698","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"296","81.887137","192.168.1.109","24.156.131.98","TLSv1.2","142","Application Data"
"297","81.887460","192.168.1.109","24.156.131.98","TLSv1.2","100","Application Data"
"298","81.937096","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=805 Ack=634 Win=254 Len=0"
"299","81.939088","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=805 Ack=680 Win=254 Len=0"
"300","81.939090","24.156.131.98","192.168.1.109","TLSv1.2","100","Application Data"
"301","81.963686","24.156.131.98","192.168.1.109","TLSv1.2","276","Application Data, Application Data, Application Data"
"302","81.963797","192.168.1.109","24.156.131.98","TCP","54","49793  >  443 [ACK] Seq=680 Ack=1073 Win=251 Len=0"
"303","81.966693","192.168.1.109","24.156.131.98","TLSv1.2","100","Application Data"
"304","82.039264","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1073 Ack=726 Win=254 Len=0"
"305","82.616805","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"306","82.697020","fe80::8000:f227:62c7:9542","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"307","82.839729","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"308","82.841702","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"309","85.511837","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"310","85.513484","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"311","85.514725","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"312","85.516034","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"313","85.519446","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"314","85.522532","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"315","85.524239","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"316","85.525266","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"317","85.533774","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"318","85.534965","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"319","85.536286","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"320","85.537699","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"321","85.542029","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"322","86.368232","192.168.1.109","178.255.154.50","TCP","78","50066  >  5938 [PSH, ACK] Seq=73 Ack=49 Win=255 Len=24"
"323","86.513006","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"324","86.514393","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"325","86.515665","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"326","86.516764","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"327","86.518533","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"328","86.520068","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"329","86.521103","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"330","86.522360","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"331","86.523406","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"332","86.525756","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"333","86.526831","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"334","86.530071","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"335","86.536692","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"336","86.649839","178.255.154.50","192.168.1.109","TCP","60","5938  >  50066 [ACK] Seq=49 Ack=97 Win=512 Len=0"
"337","86.825346","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"338","86.826417","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"339","86.830206","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"340","86.831421","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"341","87.520107","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"342","87.524931","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"343","88.101649","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"344","88.103908","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"345","88.514573","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"346","88.518251","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"347","88.519782","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"348","88.520833","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"349","88.522355","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"350","88.523761","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"351","88.524929","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"352","88.526068","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"353","88.527814","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"354","88.528488","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"355","88.530638","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"356","88.531677","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"357","88.534032","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"358","88.535768","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"359","90.503307","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"360","90.614434","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"361","90.616675","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"362","90.770282","192.168.1.109","24.156.131.29","TCP","55","[TCP Keep-Alive] 50077  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"363","90.808352","24.156.131.29","192.168.1.109","TCP","66","[TCP Keep-Alive ACK] 443  >  50077 [ACK] Seq=1 Ack=2 Win=245 Len=0 SLE=1 SRE=2"
"364","91.061276","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"365","91.825877","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"366","91.826891","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"367","91.827954","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"368","91.829365","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"369","92.061655","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"370","93.096568","192.168.1.1","224.0.0.1","IGMPv2","42","Membership Query, general"
"371","93.504389","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"372","94.061403","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"373","94.202792","192.168.1.109","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"374","95.061758","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"375","95.711166","192.168.1.134","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"376","96.825077","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"377","96.826328","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"378","96.827469","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"379","96.828584","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"380","97.203262","192.168.1.109","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"381","98.061131","192.168.1.100","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"382","99.509949","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"383","99.561827","192.168.1.100","224.0.0.253","IGMPv2","60","Membership Report group 224.0.0.253"
"384","99.998648","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"385","100.063247","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"386","100.101880","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"387","100.205945","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"388","100.309932","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"389","100.414322","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"390","100.518344","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"391","100.622688","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"392","100.726479","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"393","101.063816","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"394","101.825986","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"395","101.829718","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"396","101.832471","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"397","101.833741","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"398","102.061268","192.168.1.100","224.0.0.251","IGMPv2","60","Membership Report group 224.0.0.251"
"399","102.561901","192.168.1.135","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"400","106.830261","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"401","106.831278","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"402","106.832774","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"403","106.833901","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"404","106.973423","192.168.1.109","24.156.131.98","TLSv1.2","143","Application Data"
"405","106.973794","192.168.1.109","24.156.131.98","TLSv1.2","100","Application Data"
"406","106.995201","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1073 Ack=815 Win=254 Len=0"
"407","106.995594","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1073 Ack=861 Win=254 Len=0"
"408","107.002113","24.156.131.98","192.168.1.109","TLSv1.2","100","Application Data"
"409","107.034031","24.156.131.98","192.168.1.109","TLSv1.2","181","[TCP Previous segment not captured] Application Data, Application Data"
"410","107.034119","192.168.1.109","24.156.131.98","TCP","66","49793  >  443 [ACK] Seq=861 Ack=1119 Win=251 Len=0 SLE=1214 SRE=1341"
"411","107.035782","24.156.131.98","192.168.1.109","TCP","149","[TCP Out-Of-Order] 443  >  49793 [PSH, ACK] Seq=1119 Ack=861 Win=254 Len=95"
"412","107.035886","192.168.1.109","24.156.131.98","TCP","54","49793  >  443 [ACK] Seq=861 Ack=1341 Win=256 Len=0"
"413","107.036814","192.168.1.109","24.156.131.98","TLSv1.2","100","Application Data"
"414","107.092515","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1341 Ack=907 Win=254 Len=0"
"415","111.848412","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"416","111.849642","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"417","111.850702","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"418","111.852177","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"419","112.840637","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"420","112.842641","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"421","116.824909","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"422","116.825914","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"423","116.827245","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"424","116.828389","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"425","119.998633","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"426","120.102092","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"427","120.206061","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"428","120.312781","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"429","120.414611","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"430","120.519022","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"431","120.625648","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"432","120.729195","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"433","121.066447","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"434","121.825279","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"435","121.826363","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"436","121.827977","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"437","121.829116","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"438","122.061705","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"439","122.609772","192.168.1.109","173.194.204.188","TCP","55","[TCP Keep-Alive] 49715  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"440","122.665101","173.194.204.188","192.168.1.109","TCP","66","[TCP Keep-Alive ACK] 5228  >  49715 [ACK] Seq=1 Ack=2 Win=361 Len=0 SLE=1 SRE=2"
"441","123.499710","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"442","124.061124","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"443","124.197537","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"444","124.255244","fe80::8000:f227:62c7:9542","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"445","125.061052","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"446","126.826147","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"447","126.827236","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"448","126.828820","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"449","126.829933","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"450","129.499892","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"451","130.061243","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"452","131.060925","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250? Tell 192.168.1.100"
"453","131.825143","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"454","131.826190","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"455","131.827782","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"456","131.829381","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"457","132.043498","192.168.1.109","24.156.131.98","TLSv1.2","143","Application Data"
"458","132.043757","192.168.1.109","24.156.131.98","TLSv1.2","100","Application Data"
"459","132.076592","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1341 Ack=996 Win=254 Len=0"
"460","132.077180","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1341 Ack=1042 Win=254 Len=0"
"461","132.096009","24.156.131.98","192.168.1.109","TLSv1.2","100","Application Data"
"462","132.110005","24.156.131.98","192.168.1.109","TLSv1.2","181","[TCP Previous segment not captured] Application Data, Application Data"
"463","132.110094","192.168.1.109","24.156.131.98","TCP","66","49793  >  443 [ACK] Seq=1042 Ack=1387 Win=256 Len=0 SLE=1482 SRE=1609"
"464","132.113416","24.156.131.98","192.168.1.109","TCP","149","[TCP Retransmission] 443  >  49793 [PSH, ACK] Seq=1387 Ack=1042 Win=254 Len=95"
"465","132.113532","192.168.1.109","24.156.131.98","TCP","54","49793  >  443 [ACK] Seq=1042 Ack=1609 Win=255 Len=0"
"466","132.114547","192.168.1.109","24.156.131.98","TLSv1.2","100","Application Data"
"467","132.172540","24.156.131.98","192.168.1.109","TCP","60","443  >  49793 [ACK] Seq=1609 Ack=1088 Win=254 Len=0"
"468","135.808818","192.168.1.109","24.156.131.29","TCP","55","[TCP Keep-Alive] 50077  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"469","135.828312","24.156.131.29","192.168.1.109","TCP","66","[TCP Keep-Alive ACK] 443  >  50077 [ACK] Seq=1 Ack=2 Win=245 Len=0 SLE=1 SRE=2"
"470","136.368477","192.168.1.109","178.255.154.50","TCP","78","50066  >  5938 [PSH, ACK] Seq=97 Ack=49 Win=255 Len=24"
"471","136.503803","178.255.154.50","192.168.1.109","TCP","78","5938  >  50066 [PSH, ACK] Seq=49 Ack=121 Win=512 Len=24"
"472","136.555358","192.168.1.109","178.255.154.50","TCP","54","50066  >  5938 [ACK] Seq=121 Ack=73 Win=255 Len=0"
"473","136.825818","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"474","136.827006","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"475","136.828177","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"476","136.835844","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"477","139.999564","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"478","140.104592","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"479","140.207413","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"480","140.320426","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"481","140.345339","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"482","140.358786","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"483","140.421296","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"484","140.523722","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"485","140.628575","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"486","140.728605","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"487","141.503937","192.168.1.109","178.255.154.50","TCP","78","50066  >  5938 [PSH, ACK] Seq=121 Ack=73 Win=255 Len=24"
"488","141.706196","178.255.154.50","192.168.1.109","TCP","60","5938  >  50066 [ACK] Seq=73 Ack=145 Win=512 Len=0"
"489","141.825880","192.168.1.100","192.168.1.255","UDP","63","65387  >  32412  Len=21"
"490","141.842849","192.168.1.100","192.168.1.255","UDP","63","65391  >  32414  Len=21"
"491","141.914474","192.168.1.135","192.168.1.255","UDP","63","65385  >  32412  Len=21"
"492","141.915477","192.168.1.135","192.168.1.255","UDP","63","65389  >  32414  Len=21"
"493","142.838903","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"494","142.854969","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"495","145.520034","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"496","145.523247","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"497","145.524439","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"498","145.529320","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"499","145.566121","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"500","145.575331","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"501","145.576806","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"502","145.578387","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"503","145.579602","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"504","145.582033","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"505","145.583133","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"506","145.584636","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"507","145.625420","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"508","145.628663","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"509","146.548067","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"510","146.553697","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"511","146.554897","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000"
"512","146.555935","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
"513","146.565148","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"514","146.577818","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"515","146.585201","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"516","146.586242","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000"
"517","146.607756","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000"
"518","146.610118","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"519","146.611205","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000"
